epoch,ORS_dice_coefficient,loss,lr,timestamp,val_ORS_dice_coefficient,val_loss
0,0.6584981,0.3325244934031736,1.0,10/19/2023 14:31:34,0.671654,0.12507874565199018
1,0.712857,0.2591334573153792,1.0,10/19/2023 14:31:42,0.68924135,0.10627191653475165
2,0.7229316,0.2530276168160458,1.0,10/19/2023 14:31:50,0.69227254,0.10737828467972577
3,0.7353026,0.2404548902540613,1.0,10/19/2023 14:31:58,0.6952613,0.10382957966066897
4,0.744955,0.22704464804690944,1.0,10/19/2023 14:32:06,0.71772015,0.10806025355122983
5,0.7445398,0.22928317721185046,1.0,10/19/2023 14:32:13,0.6917994,0.12942795839626342
6,0.7532083,0.22141661495877085,1.0,10/19/2023 14:32:21,0.6962818,0.10830689629074186
7,0.7548498,0.21278844819107598,1.0,10/19/2023 14:32:29,0.71745163,0.09573012683540583
8,0.7608868,0.2121189317524312,1.0,10/19/2023 14:32:37,0.7286159,0.0992696598987095
9,0.7575029,0.2182204993604163,1.0,10/19/2023 14:32:45,0.72989386,0.09993420302635059
10,0.76586014,0.2065885991099882,1.0,10/19/2023 14:32:53,0.7316024,0.08871657378040254
11,0.7677003,0.204104906767909,1.0,10/19/2023 14:33:01,0.7156838,0.10532134358072653
12,0.76670426,0.20673745253990436,1.0,10/19/2023 14:33:09,0.7314967,0.09013727848650888
13,0.7724238,0.20295435159370817,1.0,10/19/2023 14:33:17,0.73197865,0.0914084383402951
14,0.7748636,0.1986942231413317,1.0,10/19/2023 14:33:25,0.70832866,0.10739049955736846
15,0.76744425,0.20692775537227762,1.0,10/19/2023 14:33:33,0.7366331,0.07973366568330675
16,0.77964866,0.19465829646611552,1.0,10/19/2023 14:33:41,0.7425206,0.08442777051823214
17,0.7772848,0.19695807081811567,1.0,10/19/2023 14:33:49,0.7351444,0.08090636308770627
18,0.7702149,0.2005686520340369,1.0,10/19/2023 14:33:52,NA,NA
