epoch,ORS_dice_coefficient,loss,lr,timestamp,val_ORS_dice_coefficient,val_loss
0,0.7690798,0.21325708074377636,1.0,10/19/2023 15:25:13,0.76576835,0.07876643707975745
1,0.7775407,0.2033274811702874,1.0,10/19/2023 15:25:37,0.7931707,0.07374175219214521
2,0.78038275,0.202589064679598,1.0,10/19/2023 15:26:02,0.79009295,0.07210419412178454
3,0.7849769,0.1974006392881676,1.0,10/19/2023 15:26:26,0.77948105,0.0768088650595746
4,0.7844835,0.1985115970618718,1.0,10/19/2023 15:26:51,0.7983064,0.08132249425034388
5,0.7872134,0.19527469219629853,1.0,10/19/2023 15:27:15,0.78935784,0.07212748047313652
6,0.7880042,0.19466043582727824,1.0,10/19/2023 15:27:41,0.7952796,0.07149176070728572
7,0.79069644,0.19206639153689684,1.0,10/19/2023 15:28:06,0.79770035,0.0704565123350767
8,0.7912184,0.1924026659130105,1.0,10/19/2023 15:28:31,0.8041636,0.06862699592413264
9,0.7927405,0.1907460573681415,1.0,10/19/2023 15:28:56,0.7995785,0.06443264742498286
10,0.7940478,0.1895781318989399,1.0,10/19/2023 15:29:21,0.7924929,0.0671861975833599
11,0.7942811,0.18996816382610793,1.0,10/19/2023 15:29:45,0.7865563,0.07312899179240048
12,0.79691947,0.18681919183517084,1.0,10/19/2023 15:30:10,0.80045754,0.06822231452406413
13,0.79706925,0.1850501709662276,1.0,10/19/2023 15:30:35,0.80622315,0.06641563488134125
14,0.79840595,0.18535746283240823,1.0,10/19/2023 15:31:00,0.7863456,0.08772243508021348
15,0.7988558,0.18533267094016717,1.0,10/19/2023 15:31:25,0.8065725,0.06436863663569965
16,0.79888964,0.18499289105855735,1.0,10/19/2023 15:31:50,0.80420786,0.0642593949946604
17,0.8012308,0.18255868314316717,1.0,10/19/2023 15:32:15,0.8083197,0.0637123965658975
18,0.8003069,0.18400774487721666,1.0,10/19/2023 15:32:40,0.8047062,0.07642167201482153
19,0.8025606,0.1816981298258824,1.0,10/19/2023 15:33:08,0.8016445,0.07518766092034639
20,0.8029236,0.18140164364662165,1.0,10/19/2023 15:33:32,0.808978,0.06427088487995207
21,0.80568874,0.17890491998653127,1.0,10/19/2023 15:34:01,0.8106815,0.06260096416372107
22,0.8048343,0.1797982912015582,1.0,10/19/2023 15:34:31,0.79430175,0.06773918228049297
23,0.8073474,0.17745587602943003,1.0,10/19/2023 15:34:56,0.80817115,0.06885802236160998
24,0.8058932,0.17905458036846786,1.0,10/19/2023 15:35:21,0.81389564,0.06406559258794005
25,0.80713576,0.17780860783730165,1.0,10/19/2023 15:35:49,0.80502045,0.06760450344088895
26,0.8086412,0.1758154837774391,1.0,10/19/2023 15:36:14,0.8052102,0.06898314008500166
27,0.8076176,0.17693828300487568,1.0,10/19/2023 15:36:38,0.79399765,0.08187104516488035
28,0.80759317,0.17772919923454628,1.0,10/19/2023 15:37:03,0.80753875,0.06694939732933562
29,0.8095799,0.17588139348490595,1.0,10/19/2023 15:37:28,0.81131124,0.06706362219923903
30,0.8106308,0.1743207545411651,1.0,10/19/2023 15:37:53,0.80967927,0.07072246571024152
31,0.8103989,0.17566663116415152,1.0,10/19/2023 15:38:18,0.8179294,0.06254197342241241
32,0.822728,0.16180976660638016,0.1,10/19/2023 15:38:43,0.8228766,0.060358521598172954
33,0.826202,0.15960949675605066,0.1,10/19/2023 15:39:08,0.8246005,0.060230491605798304
34,0.82560956,0.15991236460310976,0.1,10/19/2023 15:39:33,0.82529044,0.06119134612170456
35,0.82651985,0.1592747900548754,0.1,10/19/2023 15:39:58,0.82405317,0.06164392971484631
36,0.8282062,0.15770201099947298,0.1,10/19/2023 15:40:23,0.82329524,0.060080643855253586
37,0.8277014,0.1590491578951738,0.1,10/19/2023 15:40:47,0.82493156,0.06074136284807537
38,0.8277011,0.15779927252702322,0.1,10/19/2023 15:41:12,0.82464933,0.060524898480180125
39,0.82881415,0.15672712992230484,0.1,10/19/2023 15:41:37,0.8246187,0.060453617016064526
40,0.8295267,0.15613496184840567,0.1,10/19/2023 15:42:02,0.82665855,0.059691609661222174
41,0.8291145,0.15665748737234939,0.1,10/19/2023 15:42:27,0.82509375,0.06106650409028589
42,0.8295663,0.155661385825162,0.1,10/19/2023 15:42:52,0.822751,0.06082796057286032
43,0.8294497,0.1561665778873914,0.1,10/19/2023 15:43:17,0.82653016,0.06136627652316747
44,0.83048946,0.15600593555665493,0.1,10/19/2023 15:43:41,0.8262621,0.06078820729429935
45,0.82950944,0.15611541790505495,0.1,10/19/2023 15:44:06,0.82682663,0.060702500250336015
46,0.83153915,0.15516583390682795,0.1,10/19/2023 15:44:31,0.82722116,0.061172735169220685
47,0.8311556,0.15438491114823735,0.1,10/19/2023 15:44:55,0.8257041,0.06142485967355242
48,0.83060783,0.1556290286748212,0.1,10/19/2023 15:45:20,0.8274648,0.061059449008134835
49,0.82735157,0.15729476621045785,0.1,10/19/2023 15:45:23,NA,NA
