epoch,ORS_dice_coefficient,loss,lr,timestamp,val_ORS_dice_coefficient,val_loss
0,0.75825673,0.17806605846020176,1.0,10/20/2023 12:18:38,0.74282277,0.07025472415738146
1,0.7653781,0.17241310320976305,1.0,10/20/2023 12:20:30,0.7374888,0.07113375104434619
2,0.7686632,0.16953666832157618,1.0,10/20/2023 12:22:24,0.7569677,0.06707755957137454
3,0.76931334,0.16882871849805184,1.0,10/20/2023 12:24:17,0.74697846,0.07322820562826977
4,0.77279323,0.16674085952952802,1.0,10/20/2023 12:26:10,0.7563808,0.0663786369344135
5,0.77359676,0.16587508949234323,1.0,10/20/2023 12:28:03,0.7533672,0.07052310258520512
6,0.77518755,0.16419661995808196,1.0,10/20/2023 12:29:55,0.75960344,0.06818209396574688
7,0.7768035,0.16340264342312275,1.0,10/20/2023 12:31:48,0.7579306,0.06654399289294485
8,0.7766333,0.1642857089886512,1.0,10/20/2023 12:33:41,0.7602908,0.06575381620363756
9,0.7763388,0.16484331672148006,1.0,10/20/2023 12:35:34,0.75102997,0.06840191121393052
10,0.7776231,0.16260269955461412,1.0,10/20/2023 12:37:26,0.7720567,0.0678525816374035
11,0.7782396,0.16237225828076943,1.0,10/20/2023 12:39:18,0.75686985,0.0687064729821445
12,0.77919537,0.16249431228954883,1.0,10/20/2023 12:41:11,0.76216465,0.06863245115911758
13,0.77949494,0.16289080587234306,1.0,10/20/2023 12:43:04,0.7560373,0.06716048526365988
14,0.7795853,0.16144167920801697,1.0,10/20/2023 12:44:56,0.7682619,0.0695096842637709
15,0.7816132,0.15990431216233586,1.0,10/20/2023 12:46:49,0.7608724,0.06782052122659728
16,0.78367263,0.1589528987320458,1.0,10/20/2023 12:48:41,0.7560149,0.07357631215074269
17,0.7835092,0.15985028032717313,1.0,10/20/2023 12:50:34,0.76751655,0.08380619653405368
18,0.7834887,0.15991913579619116,1.0,10/20/2023 12:52:26,0.76327,0.07000543575162407
19,0.8001347,0.14470282717052427,0.1,10/20/2023 12:54:19,0.77919555,0.0627299929106481
20,0.8055599,0.14006776330112883,0.1,10/20/2023 12:56:12,0.7799732,0.0634975234387887
21,0.80585563,0.14089862822891602,0.1,10/20/2023 12:58:05,0.7793529,0.06208062682549512
22,0.8071773,0.13950331970221466,0.1,10/20/2023 12:59:11,NA,NA
