epoch,ORS_dice_coefficient,loss,timestamp,val_ORS_dice_coefficient,val_loss
61,0.9169302,0.07343449292370377,11/03/2023 21:18:07,0.89319783,0.06337090954184532
62,0.9215022,0.07206534842528055,11/03/2023 21:18:13,0.90163285,0.05844122047225634
63,0.9206579,0.0729008597589535,11/03/2023 21:18:19,0.9002325,0.059294154246648155
64,0.9218003,0.0708521024307982,11/03/2023 21:18:25,0.8986583,0.05805028850833575
65,0.922523,0.07112132706278958,11/03/2023 21:18:31,0.8988572,0.06301332637667656
66,0.9235839,0.06967308435232106,11/03/2023 21:18:37,0.89459866,0.06170526767770449
67,0.9213441,0.07198384967644034,11/03/2023 21:18:43,0.9027791,0.060483512779076896
68,0.8932973,0.09166789126630497,11/03/2023 21:18:49,0.89419556,0.059611234813928604
69,0.92480177,0.06827373383818446,11/03/2023 21:18:55,0.9031579,0.059289547304312386
70,0.92274696,0.0704744687061345,11/03/2023 21:19:02,0.9005223,0.060547096033891044
71,0.9234288,0.07060812269806568,11/03/2023 21:19:08,0.8963733,0.056435675670703254
72,0.92468804,0.06869711694685189,11/03/2023 21:19:14,0.895241,0.07257940371831258
73,0.92198104,0.07131573568837356,11/03/2023 21:19:20,0.89400107,0.0670359122256438
74,0.9271687,0.06749384746101916,11/03/2023 21:19:26,0.8981772,0.07055655121803284
75,0.92393994,0.06978254480063183,11/03/2023 21:19:32,0.89058566,0.06684991344809532
76,0.92648894,0.0682644838911163,11/03/2023 21:19:38,0.88833857,0.07047236214081447
77,0.9262263,0.06898256661118687,11/03/2023 21:19:44,0.89288527,0.07025714715321858
78,0.92479587,0.0689902855481504,11/03/2023 21:19:50,0.8935711,0.06975715359052022
79,0.9244451,0.06867913783914627,11/03/2023 21:19:57,0.9022799,0.06367878740032513
80,0.9253071,0.06904951373357737,11/03/2023 21:20:03,0.8950849,0.06302592655022939
81,0.91873014,0.07348289586036152,11/03/2023 21:20:09,0.89264804,0.062851931899786
82,0.9220201,0.07078857245404246,11/03/2023 21:20:15,0.899754,0.06298305590947469
83,0.9263557,0.06808023208921606,11/03/2023 21:20:21,0.89467597,0.06067128976186117
84,0.9274279,0.06680892203598116,11/03/2023 21:20:27,0.8831892,0.08570570250352223
85,0.9215329,0.07134768734033922,11/03/2023 21:20:33,0.9010995,0.06432115659117699
86,0.9286101,0.06591572619663409,11/03/2023 21:20:39,0.89322925,0.07230621576309204
87,0.9255198,0.06914699360801488,11/03/2023 21:20:46,0.9018283,0.05923430621623993
88,0.9269891,0.06688462486284663,11/03/2023 21:20:52,0.8880615,0.07765607287486394
89,0.9268208,0.0673547834780351,11/03/2023 21:20:58,0.903361,0.060009654611349106
90,0.89565474,0.08968897627378272,11/03/2023 21:21:04,0.8877631,0.060899032900730767
91,0.9256816,0.06668910487424537,11/03/2023 21:21:10,0.9002307,0.06042796994249026
92,0.92930174,0.06597600149068551,11/03/2023 21:21:16,0.9011075,0.06136063610514005
93,0.9254671,0.06840789661140934,11/03/2023 21:21:22,0.8918275,0.06509353096286456
94,0.9298543,0.0656228975523309,11/03/2023 21:21:28,0.8929491,0.06542805954813957
95,0.92963886,0.06650826541079936,11/03/2023 21:21:35,0.9001185,0.06949595858653386
96,0.92972624,0.0662263447148794,11/03/2023 21:21:41,0.89894366,0.06782898679375648
97,0.92826396,0.06744694825472351,11/03/2023 21:21:47,0.9017902,0.06465669969717662
98,0.929504,0.06601950508297515,11/03/2023 21:21:53,0.8939598,0.06647206470370293
99,0.93071944,0.06526563175260582,11/03/2023 21:21:59,0.90062565,0.0672365203499794
